12, 1, 39
12, 2, 107
12, 2, 74
12, 2, 75
12, 2, 75
12, 2, 77
12, 3, 153.667
12, 3, 112
12, 3, 112
12, 3, 112.333
12, 3, 112.333
12, 4, 188
12, 4, 155.25
12, 4, 150.75
12, 4, 146.25
12, 4, 155
12, 6, 343.167
12, 6, 226
12, 6, 216.5
12, 6, 220.833
12, 6, 216.5
12, 12, 1037.5
12, 12, 599.167
12, 12, 446.333
12, 12, 433.167
12, 12, 433.5
13, 1, 38
13, 1, 38
13, 1, 37
13, 1, 37
13, 1, 37
13, 13, 692.923
13, 13, 476.154
13, 13, 471.692
13, 13, 472.923
13, 13, 471.615
14, 1, 35
14, 1, 35
14, 1, 35
14, 1, 35
14, 1, 34
14, 2, 70
14, 2, 69
14, 2, 69
14, 2, 69
14, 2, 69
14, 7, 296.571
14, 7, 240.571
14, 7, 240.286
14, 7, 239.571
14, 7, 242.714
14, 14, 842.357
14, 14, 505.5
14, 14, 478.786
14, 14, 480.214
14, 14, 480.714
15, 1, 33
15, 1, 33
15, 1, 33
15, 1, 33
15, 1, 33
15, 3, 120.667
15, 3, 96.3333
15, 3, 96
15, 3, 97
15, 3, 96.3333
15, 5, 353.6
15, 5, 162
15, 5, 161.8
15, 5, 161.8
15, 5, 164.6
15, 15, 911.933
15, 15, 489.267
15, 15, 480.867
15, 15, 480.933
15, 15, 480.867
16, 1, 31
16, 1, 31
16, 1, 31
16, 1, 30
16, 1, 31
16, 2, 80.5
16, 2, 61.5
16, 2, 61.5
16, 2, 61.5
16, 2, 78
16, 4, 158.75
16, 4, 122
16, 4, 123.5
16, 4, 123.25
16, 4, 121
16, 8, 375.5
16, 8, 247.75
16, 8, 241.75
16, 8, 244.625
16, 8, 241.125
16, 16, 853.312
16, 16, 500.188
16, 16, 485.438
16, 16, 485.25
16, 16, 482.688
17, 1, 49
17, 1, 30
17, 1, 30
17, 1, 30
17, 1, 30
17, 17, 722.471
17, 17, 505.824
17, 17, 499.118
17, 17, 500.824
17, 17, 500.353
18, 1, 28
18, 1, 28
18, 1, 28
18, 1, 28
18, 1, 28
18, 2, 57
18, 2, 57
18, 2, 57
18, 2, 57
18, 2, 57
18, 3, 267.667
18, 3, 100.667
18, 3, 85.6667
18, 3, 85.6667
18, 3, 85.6667
18, 6, 246.5
18, 6, 170.333
18, 6, 173.833
18, 6, 170.333
18, 6, 171.167
18, 9, 345.111
18, 9, 254.333
18, 9, 257.333
18, 9, 254.111
18, 9, 257.667
18, 18, 816.444
18, 18, 513.722
18, 18, 505
18, 18, 510.556
18, 18, 508.278
19, 1, 61
19, 1, 61
19, 1, 61
19, 1, 61
19, 1, 61
19, 19, 962.316
19, 19, 528.947
19, 19, 508.842
19, 19, 509.737
19, 19, 508.368
20, 1, 44
20, 1, 26
20, 1, 26
20, 1, 26
20, 1, 26
20, 2, 68.5
20, 2, 51.5
20, 2, 68.5
20, 2, 51
20, 2, 51
20, 4, 180
20, 4, 115.75
20, 4, 116.75
20, 4, 116.5
20, 4, 111.75
20, 5, 449.2
20, 5, 260.2
20, 5, 128.6
20, 5, 128.8
20, 5, 138.8
20, 10, 394.4
20, 10, 264.3
20, 10, 256.1
20, 10, 258.9
20, 10, 256.2
20, 20, 1213.65
20, 20, 525.65
20, 20, 510.3
20, 20, 513.65
20, 20, 512.5
21, 1, 42
21, 1, 42
21, 1, 42
21, 1, 35
21, 1, 42
21, 3, 89.6667
21, 3, 83.3333
21, 3, 89.6667
21, 3, 89.3333
21, 3, 185
21, 7, 915.143
21, 7, 188.429
21, 7, 185.429
21, 7, 205.143
21, 7, 181.714
21, 21, 1187.57
21, 21, 556.476
21, 21, 543.381
21, 21, 1131.86
21, 21, 778.381
22, 1, 40
22, 1, 40
22, 1, 40
22, 1, 40
22, 1, 37
22, 2, 63.5
22, 2, 62.5
22, 2, 62.5
22, 2, 63
22, 2, 63
22, 11, 444.364
22, 11, 295.091
22, 11, 274.364
22, 11, 643.727
22, 11, 634.636
22, 22, 1252.64
22, 22, 581.455
22, 22, 1188.55
22, 22, 1171.5
22, 22, 1086.95
23, 1, 63
23, 1, 47
23, 1, 39
23, 1, 39
23, 1, 38
23, 23, 1322.52
23, 23, 582.609
23, 23, 1219.61
23, 23, 838.913
23, 23, 569.609
24, 1, 37
24, 1, 37
24, 1, 37
24, 1, 37
24, 1, 37
24, 2, 83
24, 2, 58.5
24, 2, 73.5
24, 2, 58.5
24, 2, 58.5
24, 3, 94.3333
24, 3, 79.6667
24, 3, 94
24, 3, 93.3333
24, 3, 94.3333
24, 4, 146.5
24, 4, 115.75
24, 4, 115.5
24, 4, 242
24, 4, 236
24, 6, 199.333
24, 6, 172.333
24, 6, 175.667
24, 6, 163
24, 6, 187.333
24, 8, 306.75
24, 8, 216.75
24, 8, 205.875
24, 8, 236.75
24, 8, 213.125
24, 12, 569.083
24, 12, 321.167
24, 12, 321.25
24, 12, 312.833
24, 12, 704.333
24, 24, 1087.67
24, 24, 588.875
24, 24, 1332.17
24, 24, 902.458
24, 24, 590.458
25, 1, 61
25, 1, 61
25, 1, 61
25, 1, 61
25, 1, 61
25, 5, 164
25, 5, 131.6
25, 5, 145
25, 5, 139.2
25, 5, 154.8
25, 25, 1171.72
25, 25, 616
25, 25, 1369.92
25, 25, 934.12
25, 25, 591
26, 1, 62
26, 1, 61
26, 1, 61
26, 1, 61
26, 1, 61
26, 2, 119.5
26, 2, 120
26, 2, 122
26, 2, 121
26, 2, 79
26, 13, 590.846
26, 13, 340.385
26, 13, 317.923
26, 13, 343.692
26, 13, 752.538
26, 26, 1194.92
26, 26, 693.077
26, 26, 1280.65
26, 26, 908.731
26, 26, 628.231
27, 1, 34
27, 1, 34
27, 1, 33
27, 1, 34
27, 1, 34
27, 3, 133.333
27, 3, 84.6667
27, 3, 95.6667
27, 3, 85.3333
27, 3, 85.3333
27, 9, 334.222
27, 9, 239.667
27, 9, 234
27, 9, 528.333
27, 9, 524.111
27, 27, 1197.78
27, 27, 638.778
27, 27, 649.407
27, 27, 1480.44
27, 27, 1006.19
28, 1, 32
28, 1, 32
28, 1, 33
28, 1, 32
28, 1, 32
28, 2, 68
28, 2, 68.5
28, 2, 68.5
28, 2, 68
28, 2, 68
28, 4, 328
28, 4, 113
28, 4, 114.5
28, 4, 112.5
28, 4, 114.75
28, 7, 392.857
28, 7, 345.286
28, 7, 388.143
28, 7, 266.286
28, 7, 193.429
28, 14, 543.071
28, 14, 374.643
28, 14, 821.5
28, 14, 540.714
28, 14, 375.857
28, 28, 1120.93
28, 28, 679.393
28, 28, 659.75
28, 28, 1510.5
28, 28, 1032.61
29, 1, 31
29, 1, 32
29, 1, 31
29, 1, 32
29, 1, 31
29, 29, 1166.83
29, 29, 678
29, 29, 674.793
29, 29, 668.759
29, 29, 1557.55
30, 1, 31
30, 1, 31
30, 1, 32
30, 1, 31
30, 1, 31
30, 2, 60.5
30, 2, 60.5
30, 2, 61
30, 2, 61
30, 2, 60.5
30, 3, 210.333
30, 3, 77.3333
30, 3, 90.6667
30, 3, 90.6667
30, 3, 90.6667
30, 5, 145.6
30, 5, 149.2
30, 5, 137.6
30, 5, 149.4
30, 5, 136.4
30, 6, 194.667
30, 6, 162.833
30, 6, 167
30, 6, 164.833
30, 6, 153.167
30, 10, 377.7
30, 10, 260
30, 10, 591.5
30, 10, 386.6
30, 10, 269.3
30, 15, 592.8
30, 15, 376.733
30, 15, 395.867
30, 15, 380.267
30, 15, 386.867
30, 30, 1502.1
30, 30, 703.033
30, 30, 1585.3
30, 30, 1084.7
30, 30, 682.467
31, 1, 30
31, 1, 30
31, 1, 30
31, 1, 30
31, 1, 30
31, 31, 1329.84
31, 31, 733.323
31, 31, 708.903
31, 31, 1710.45
31, 31, 1116.97
32, 1, 31
32, 1, 30
32, 1, 29
32, 1, 29
32, 1, 30
32, 2, 57
32, 2, 58
32, 2, 59
32, 2, 59
32, 2, 58.5
32, 4, 108.25
32, 4, 113
32, 4, 114.5
32, 4, 113.5
32, 4, 114
32, 8, 229.875
32, 8, 216.375
32, 8, 227.375
32, 8, 215.75
32, 8, 468.75
32, 16, 554.312
32, 16, 414.312
32, 16, 412.75
32, 16, 944.562
32, 16, 617.25
32, 32, 1448.25
32, 32, 737.594
32, 32, 1753.25
32, 32, 1191.38
32, 32, 747
33, 1, 29
33, 1, 30
33, 1, 29
33, 1, 29
33, 1, 38
33, 3, 98.3333
33, 3, 85.6667
33, 3, 90
33, 3, 82.3333
33, 3, 87.6667
33, 11, 527.364
33, 11, 298.364
33, 11, 291.364
33, 11, 590.364
33, 11, 405.909
33, 33, 1282.61
33, 33, 742.485
33, 33, 777.545
33, 33, 1625.18
33, 33, 1131.15
34, 1, 27
34, 1, 28
34, 1, 30
34, 1, 28
34, 1, 30
34, 2, 58.5
34, 2, 55.5
34, 2, 55.5
34, 2, 55.5
34, 2, 111
34, 17, 589.235
34, 17, 444
34, 17, 442.941
34, 17, 423
34, 17, 434.941
34, 34, 1601.09
34, 34, 819.206
34, 34, 1624.47
34, 34, 1123.38
34, 34, 1665.65
35, 1, 33
35, 1, 28
35, 1, 34
35, 1, 60
35, 1, 42
35, 5, 147.2
35, 5, 134.8
35, 5, 133.8
35, 5, 132
35, 5, 294.4
35, 7, 349.857
35, 7, 189.429
35, 7, 186.857
35, 7, 186.571
35, 7, 191.143
35, 35, 2172.03
35, 35, 981.8
35, 35, 953.429
35, 35, 834.229
35, 35, 983.971
36, 1, 38
36, 1, 26
36, 1, 27
36, 1, 27
36, 1, 26
36, 2, 53.5
36, 2, 56
36, 2, 56.5
36, 2, 56.5
36, 2, 56.5
36, 3, 135
36, 3, 80.6667
36, 3, 96.6667
36, 3, 86.6667
36, 3, 98.6667
36, 4, 108.75
36, 4, 108
36, 4, 106.75
36, 4, 108.25
36, 4, 106.5
36, 6, 447.667
36, 6, 166
36, 6, 157.333
36, 6, 301.833
36, 6, 214.167
36, 9, 591.333
36, 9, 241.556
36, 9, 222.444
36, 9, 237
36, 9, 236.333
36, 12, 394.333
36, 12, 307.583
36, 12, 300.417
36, 12, 699.583
36, 12, 465.75
36, 18, 632.056
36, 18, 455.333
36, 18, 425.944
36, 18, 949.333
36, 18, 608.111
36, 36, 1981.61
36, 36, 895.889
36, 36, 863.778
36, 36, 1280.89
36, 36, 1485.42
37, 1, 37
37, 1, 26
37, 1, 26
37, 1, 28
37, 1, 32
37, 37, 1478.11
37, 37, 889.703
37, 37, 1637.32
37, 37, 1252.27
37, 37, 1984.32
38, 1, 31
38, 1, 31
38, 1, 31
38, 1, 31
38, 1, 31
38, 2, 51
38, 2, 51
38, 2, 51
38, 2, 121.5
38, 2, 118.5
38, 19, 637.842
38, 19, 459.842
38, 19, 1038.89
38, 19, 1039.26
38, 19, 973.684
38, 38, 1985.61
38, 38, 867.105
38, 38, 1940.89
38, 38, 1266.47
38, 38, 1945.92
39, 1, 26
39, 1, 29
39, 1, 35
39, 1, 27
39, 1, 25
39, 3, 85.6667
39, 3, 78.3333
39, 3, 82.3333
39, 3, 78.6667
39, 3, 77.6667
39, 13, 341.692
39, 13, 322.154
39, 13, 321
39, 13, 320.615
39, 13, 645.769
39, 39, 1794.72
39, 39, 890.41
39, 39, 1555.44
39, 39, 1303.41
39, 39, 948.256
40, 1, 26
40, 1, 35
40, 1, 35
40, 1, 26
40, 1, 26
40, 2, 65
40, 2, 48.5
40, 2, 51.5
40, 2, 112
40, 2, 73.5
40, 4, 104.5
40, 4, 102.5
40, 4, 103.75
40, 4, 97.5
40, 4, 99.25
40, 5, 125.4
40, 5, 128.6
40, 5, 125.6
40, 5, 122.2
40, 5, 303.8
40, 8, 306.25
40, 8, 193.375
40, 8, 192
40, 8, 192.375
40, 8, 195.125
40, 10, 332.2
40, 10, 278.8
40, 10, 513.3
40, 10, 346.4
40, 10, 579.2
40, 20, 696
40, 20, 481.55
40, 20, 1125.05
40, 20, 757.8
40, 20, 486.95
40, 40, 1814.75
40, 40, 943.5
40, 40, 1972.9
40, 40, 1418.67
40, 40, 2009.58
41, 1, 26
41, 1, 34
41, 1, 30
41, 1, 30
41, 1, 34
41, 41, 2370.07
41, 41, 1017.71
41, 41, 2088.95
41, 41, 1398.73
41, 41, 975.268
42, 1, 33
42, 1, 33
42, 1, 33
42, 1, 23
42, 1, 55
42, 2, 46.5
42, 2, 50
42, 2, 50.5
42, 2, 54
42, 2, 49
42, 3, 101.667
42, 3, 107
42, 3, 86
42, 3, 105.667
42, 3, 81.6667
42, 6, 238.667
42, 6, 145.5
42, 6, 152.167
42, 6, 146.667
42, 6, 145.333
42, 7, 191.571
42, 7, 166.143
42, 7, 320.714
42, 7, 213.286
42, 7, 319
42, 14, 836.214
42, 14, 347.286
42, 14, 323.929
42, 14, 703.786
42, 14, 470.643
42, 21, 754.048
42, 21, 494.857
42, 21, 1103.38
42, 21, 750
42, 21, 1103.19
42, 42, 1962.24
42, 42, 927.548
42, 42, 1992.07
42, 42, 1426.76
42, 42, 1945.19
43, 1, 33
43, 1, 33
43, 1, 33
43, 1, 33
43, 1, 33
43, 43, 1946.84
43, 43, 953.581
43, 43, 1832.19
43, 43, 1358.72
43, 43, 1969.21
44, 1, 29
44, 1, 32
44, 1, 32
44, 1, 32
44, 1, 53
44, 2, 48.5
44, 2, 55
44, 2, 51
44, 2, 111.5
44, 2, 75
44, 4, 104.75
44, 4, 97.5
44, 4, 106.5
44, 4, 94.5
44, 4, 107
44, 11, 955.091
44, 11, 341.545
44, 11, 245.455
44, 11, 257.455
44, 11, 256.273
44, 22, 924.773
44, 22, 599.409
44, 22, 509
44, 22, 500.636
44, 22, 1029.45
44, 44, 2403.89
44, 44, 925.886
44, 44, 1901.07
44, 44, 1395.36
44, 44, 1628.7
45, 1, 32
45, 1, 29
45, 1, 32
45, 1, 32
45, 1, 29
45, 3, 71.6667
45, 3, 76
45, 3, 77.6667
45, 3, 73.3333
45, 3, 75
45, 5, 276.4
45, 5, 112.6
45, 5, 272.6
45, 5, 181.6
45, 5, 225
45, 9, 197.222
45, 9, 202.889
45, 9, 412.556
45, 9, 274.333
45, 9, 385.556
45, 15, 575.6
45, 15, 332.067
45, 15, 344.933
45, 15, 729.667
45, 15, 509.867
45, 45, 2261.49
45, 45, 1082.73
45, 45, 1900.71
45, 45, 1409.22
45, 45, 1820.98
46, 1, 31
46, 1, 31
46, 1, 31
46, 1, 31
46, 1, 31
46, 2, 59.5
46, 2, 52.5
46, 2, 58.5
46, 2, 60
46, 2, 60
46, 23, 963.304
46, 23, 551
46, 23, 550.957
46, 23, 1102
46, 23, 756.913
46, 46, 2411.89
46, 46, 1092.8
46, 46, 1750.59
46, 46, 1649.98
46, 46, 1280.3
47, 1, 30
47, 1, 31
47, 1, 30
47, 1, 30
47, 1, 30
47, 47, 2212.34
47, 47, 1061.91
47, 47, 1229.74
47, 47, 1555.43
47, 47, 1355.23
48, 1, 55
48, 1, 54
48, 1, 61
48, 1, 62
48, 1, 55
48, 2, 58
48, 2, 49
48, 2, 59
48, 2, 50
48, 2, 64.5
48, 3, 158.667
48, 3, 73
48, 3, 83
48, 3, 69.6667
48, 3, 70.6667
48, 4, 100.75
48, 4, 104
48, 4, 99.5
48, 4, 205.5
48, 4, 131
48, 6, 303.667
48, 6, 129.167
48, 6, 195.667
48, 6, 150.5
48, 6, 176.5
48, 8, 741
48, 8, 429.75
48, 8, 182.75
48, 8, 322.875
48, 8, 217.75
48, 12, 455.667
48, 12, 299.583
48, 12, 271.25
48, 12, 476.583
48, 12, 337.917
48, 16, 688.375
48, 16, 367.062
48, 16, 740.375
48, 16, 518.562
48, 16, 406.5
48, 24, 1073.79
48, 24, 657.25
48, 24, 565.583
48, 24, 527.042
48, 24, 643.583
48, 48, 1987.35
48, 48, 1217.15
48, 48, 1802.08
48, 48, 1334.79
48, 48, 1101.29
49, 1, 29
49, 1, 31
49, 1, 29
49, 1, 29
49, 1, 29
49, 7, 303.429
49, 7, 338.857
49, 7, 216.857
49, 7, 295.429
49, 7, 209.857
49, 49, 2498
49, 49, 1122.33
49, 49, 1619.35
49, 49, 1367.16
49, 49, 1606.69
50, 1, 29
50, 1, 29
50, 1, 30
50, 1, 29
50, 1, 33
50, 2, 47.5
50, 2, 50.5
50, 2, 56
50, 2, 47
50, 2, 54
50, 5, 144.8
50, 5, 116
50, 5, 133.2
50, 5, 128.8
50, 5, 146.2
50, 10, 248.1
50, 10, 232.2
50, 10, 403.4
50, 10, 301.9
50, 10, 471.1
50, 25, 875.32
50, 25, 607.8
50, 25, 1056.8
50, 25, 795.6
50, 25, 992.8
50, 50, 2735.22
50, 50, 1080.46
50, 50, 1289.78
50, 50, 1327.04
50, 50, 1608.22
51, 1, 28
51, 1, 29
51, 1, 28
51, 1, 29
51, 1, 28
51, 3, 129.333
51, 3, 89
51, 3, 73.6667
51, 3, 146
51, 3, 101.333
51, 17, 597.353
51, 17, 391.235
51, 17, 402.059
51, 17, 726.941
51, 17, 593
51, 51, 2798.53
51, 51, 1142.69
51, 51, 1646.67
51, 51, 1350.8
51, 51, 1188.35
52, 1, 31
52, 1, 30
52, 1, 29
52, 1, 34
52, 1, 28
52, 2, 52
52, 2, 52
52, 2, 55
52, 2, 52
52, 2, 53.5
52, 4, 173
52, 4, 117
52, 4, 125
52, 4, 116.5
52, 4, 114.5
52, 13, 438.846
52, 13, 371.385
52, 13, 293.538
52, 13, 577.846
52, 13, 409.308
52, 26, 1040.77
52, 26, 616.115
52, 26, 1040.04
52, 26, 783.885
52, 26, 1070.27
52, 52, 2451.85
52, 52, 1029.48
52, 52, 1577.87
52, 52, 1312.46
52, 52, 1578.33
53, 1, 30
53, 1, 29
53, 1, 28
53, 1, 30
53, 1, 28
53, 53, 2679.4
53, 53, 1149.74
53, 53, 1554.17
53, 53, 1377.91
53, 53, 1490.17
54, 1, 29
54, 1, 27
54, 1, 31
54, 1, 30
54, 1, 33
54, 2, 49.5
54, 2, 50
54, 2, 88.5
54, 2, 67
54, 2, 53
54, 3, 73.3333
54, 3, 78.3333
54, 3, 72.3333
54, 3, 71
54, 3, 73.6667
54, 6, 156
54, 6, 150.167
54, 6, 147.833
54, 6, 144.333
54, 6, 275.333
54, 9, 694.444
54, 9, 369.333
54, 9, 238.778
54, 9, 204.889
54, 9, 243.222
54, 18, 654.667
54, 18, 716.667
54, 18, 539.889
54, 18, 771.556
54, 18, 538.556
54, 27, 1035.22
54, 27, 674.111
54, 27, 1017.3
54, 27, 783.593
54, 27, 1055.56
54, 54, 3030.31
54, 54, 1061.65
54, 54, 1246.41
54, 54, 1520.8
54, 54, 1303.7
55, 1, 33
55, 1, 31
55, 1, 30
55, 1, 28
55, 1, 29
55, 5, 120.6
55, 5, 121.8
55, 5, 227.2
55, 5, 174.6
55, 5, 246.8
55, 11, 279.727
55, 11, 264.636
55, 11, 283.727
55, 11, 485
55, 11, 358.545
55, 55, 3072.53
55, 55, 1074.95
55, 55, 1459.2
55, 55, 1221.25
55, 55, 1399.15
56, 1, 31
56, 1, 32
56, 1, 30
56, 1, 31
56, 1, 31
56, 2, 52
56, 2, 52.5
56, 2, 50
56, 2, 50
56, 2, 51
56, 4, 95
56, 4, 95.25
56, 4, 93.75
56, 4, 94.5
56, 4, 94
56, 7, 236.286
56, 7, 154.143
56, 7, 256.143
56, 7, 192.286
56, 7, 276.714
56, 8, 226
56, 8, 206.125
56, 8, 354.25
56, 8, 266.625
56, 8, 352.375
56, 14, 440.5
56, 14, 335
56, 14, 362.714
56, 14, 609.571
56, 14, 430.571
56, 28, 946.929
56, 28, 661.429
56, 28, 656.357
56, 28, 1124.36
56, 28, 850.393
56, 56, 2892.82
56, 56, 996.964
56, 56, 1352.5
56, 56, 1102.04
56, 56, 1422.93
57, 1, 32
57, 1, 30
57, 1, 27
57, 1, 29
57, 1, 29
57, 3, 83.3333
57, 3, 77
57, 3, 78
57, 3, 80
57, 3, 85.6667
57, 19, 757.632
57, 19, 464.947
57, 19, 808.211
57, 19, 595.211
57, 19, 749.158
57, 57, 3048.21
57, 57, 1120.88
57, 57, 1501.96
57, 57, 1298.44
57, 57, 1132.95
58, 1, 30
58, 1, 32
58, 1, 28
58, 1, 26
58, 1, 47
58, 2, 51
58, 2, 52
58, 2, 90
58, 2, 68.5
58, 2, 89
58, 29, 1332.45
58, 29, 670.759
58, 29, 1036.93
58, 29, 1002.17
58, 29, 808.862
58, 58, 3052.21
58, 58, 1657.78
58, 58, 1563.29
58, 58, 1339.53
58, 58, 1027.03
59, 1, 47
59, 1, 38
59, 1, 28
59, 1, 28
59, 1, 30
59, 59, 3007.98
59, 59, 1120.34
59, 59, 1581.39
59, 59, 1240.54
59, 59, 1160.69
60, 1, 28
60, 1, 30
60, 1, 31
60, 1, 31
60, 1, 30
60, 2, 50.5
60, 2, 52.5
60, 2, 86.5
60, 2, 71
60, 2, 52
60, 3, 73
60, 3, 134.333
60, 3, 99.6667
60, 3, 125
60, 3, 99.6667
60, 4, 347.5
60, 4, 97.75
60, 4, 92
60, 4, 98.75
60, 4, 95.5
60, 5, 121.4
60, 5, 124.2
60, 5, 117
60, 5, 120
60, 5, 119.8
60, 6, 160.667
60, 6, 251.5
60, 6, 182.833
60, 6, 141.667
60, 6, 251
60, 10, 258.8
60, 10, 278
60, 10, 417.7
60, 10, 314.1
60, 10, 397.8
60, 12, 288.25
60, 12, 287.583
60, 12, 320.583
60, 12, 319.25
60, 12, 500.917
60, 15, 567.733
60, 15, 366.667
60, 15, 598.733
60, 15, 451.667
60, 15, 608.333
60, 20, 773.7
60, 20, 421.2
60, 20, 446.7
60, 20, 433.7
60, 20, 597.1
60, 30, 1272.63
60, 30, 767.467
60, 30, 1063.9
60, 30, 835.167
60, 30, 1004.33
60, 60, 3075.87
60, 60, 1091.95
60, 60, 1444.78
60, 60, 1286.13
60, 60, 1457.3
61, 1, 41
61, 1, 35
61, 1, 30
61, 1, 29
61, 1, 29
61, 61, 3346.05
61, 61, 1367.57
61, 61, 1254.44
61, 61, 1409.52
61, 61, 1211.08
62, 1, 44
62, 1, 37
62, 1, 29
62, 1, 27
62, 1, 29
62, 2, 52
62, 2, 48.5
62, 2, 54.5
62, 2, 50.5
62, 2, 52
62, 31, 1175.81
62, 31, 708.742
62, 31, 1114.68
62, 31, 875.097
62, 31, 1127.23
62, 62, 2958.03
62, 62, 1026.68
62, 62, 1368.16
62, 62, 1223.4
62, 62, 1324.77
63, 1, 30
63, 1, 28
63, 1, 29
63, 1, 30
63, 1, 29
63, 3, 105
63, 3, 74.6667
63, 3, 76
63, 3, 81.6667
63, 3, 118.333
63, 7, 186.857
63, 7, 168.857
63, 7, 176.143
63, 7, 287.143
63, 7, 216.429
63, 9, 416.222
63, 9, 218.889
63, 9, 213.778
63, 9, 354.556
63, 9, 282.333
63, 21, 761.286
63, 21, 489.81
63, 21, 712.571
63, 21, 568.81
63, 21, 535.286
63, 63, 3549.56
63, 63, 1171.33
63, 63, 1533.16
63, 63, 1354.29
63, 63, 1445.62
64, 1, 28
64, 1, 28
64, 1, 61
64, 1, 43
64, 1, 37
64, 2, 48.5
64, 2, 52
64, 2, 52
64, 2, 54
64, 2, 53
64, 4, 88.25
64, 4, 100.5
64, 4, 102.25
64, 4, 99.5
64, 4, 97.5
64, 8, 191.875
64, 8, 190.125
64, 8, 326.875
64, 8, 259
64, 8, 320.125
64, 16, 1159.12
64, 16, 389.688
64, 16, 372.25
64, 16, 549.75
64, 16, 472.188
64, 32, 1394.72
64, 32, 730.188
64, 32, 1066.19
64, 32, 857.531
64, 32, 764.688
64, 64, 3821.83
64, 64, 1041.7
64, 64, 1366.69
64, 64, 1208.98
64, 64, 1240.8
65, 1, 28
65, 1, 26
65, 1, 29
65, 1, 29
65, 1, 29
65, 5, 112.6
65, 5, 138.4
65, 5, 205
65, 5, 176.2
65, 5, 131.4
65, 13, 498.308
65, 13, 422.846
65, 13, 479.769
65, 13, 388
65, 13, 464.846
65, 65, 3778.8
65, 65, 1207.49
65, 65, 1323.62
65, 65, 1279.69
65, 65, 1401.48
66, 1, 28
66, 1, 29
66, 1, 27
66, 1, 28
66, 1, 28
66, 2, 56
66, 2, 63
66, 2, 57.5
66, 2, 54.5
66, 2, 58
66, 3, 94.3333
66, 3, 78
66, 3, 76.6667
66, 3, 74.3333
66, 3, 75.6667
66, 6, 138.333
66, 6, 153
66, 6, 237.667
66, 6, 187.667
66, 6, 226.5
66, 11, 1262.36
66, 11, 241.455
66, 11, 244.909
66, 11, 275.455
66, 11, 293.273
66, 22, 756.864
66, 22, 517.318
66, 22, 793.273
66, 22, 698.909
66, 22, 765.318
66, 33, 1567.15
66, 33, 817.818
66, 33, 1005.61
66, 33, 904.303
66, 33, 1067.27
66, 66, 3897.56
66, 66, 1167.58
66, 66, 1426.97
66, 66, 1241.42
66, 66, 1289.83
67, 1, 28
67, 1, 28
67, 1, 28
67, 1, 27
67, 1, 28
67, 67, 5140.06
67, 67, 1359.39
67, 67, 1447.1
67, 67, 1280.34
67, 67, 1354.21
68, 1, 28
68, 1, 28
68, 1, 27
68, 1, 28
68, 1, 28
68, 2, 56
68, 2, 51
68, 2, 55
68, 2, 50.5
68, 2, 50.5
68, 4, 99.5
